title,city,region,category,subcategory,description
Spodnie dziewczęce,Kujawsko-pomorskie,Bydgoszcz,Dla Dzieci,Ubranka dla dzieci,Zamienię lub sprzedam spodnie. Regulowane w pasie.Długosc nogawki po zewn. stronie-62 cm.Od wewn. 45 cm. Kieszonki ozdobione cekinkami. Przy sprzedaży 12 zł.Prawie nie noszone.(córka woli getry).
"Wymienię na konsolki, kartridże, stare komputerki, gry",Zachodniopomorskie,Darłowo,Muzyka i Edukacja,Muzyka,Zestaw płyt winylowych -single
Bluzka Monster High czarna SUPER 12/152cm POLECAM nowa,Wielkopolskie,Koło,Dla Dzieci,Ubranka dla dzieci,Bluzka Monster High nowa orginalna na licencji rozmiar  z metki 152cm
Biała koszula/bluzka wizytowa,Zachodniopomorskie,Szczecin,Moda,Ubrania,"Biała,koszulowa bluzka,rozm.z metki 46,według mnie 42 zamienię na coś z odzieży damskiej w rozm.S/M lub na 4 litry mleka w kartonie 0,5%,ewentualnie sprzedam za 8 zł."
Maska gazowa,Podkarpackie,Brzozów,Sport i Hobby,Pozostały sport i hobby,Sprzedam maskę gazowa mp4
Dwa rożki duże,Kujawsko-pomorskie,Toruń,Dla Dzieci,Pozostałe dla dzieci,"Posiadam dwa rożki na bobasa między 3-6 miesiecy, jeden jest na rzepy drogi na sznureczek, oba posiadaja miejsce na usztywnienie, posiadam jedno w komplecie z pierwszym rozkiem, zamienie pojedynczo na mleko babydream 2 z rossmana, lub w komplecie za paczke pampersów rozmiar 4 z rossmana, odbior osobisty, nie wysylam"
Paczka ubranka 6-9 m 80 68 74,Wielkopolskie,Chodzież,Dla Dzieci,Ubranka dla dzieci,Legginsy bluzki koszule czapki skarpetki majtki
Amortyzator napinacza VOLVO RENAULT,Lubelskie,Biała Podlaska,Motoryzacja,Osobowe,Mam do sprzedania amortyzator napinacza do VOLVO V40 S40 RENAULT.
Sukienka H&amp;amp;M 86 za 3 op chusteczek,Pomorskie,Gdańsk,Dla Dzieci,Ubranka dla dzieci,Oddam sukienkę za 3 op chusteczek dada
kaczuszki kayuga,Lubelskie,Chełm,Rolnictwo,Drób,"kaczki kayuga -kolor czarny z zielono-szafirowym metalicznym połyskiem ,na całym upierzeniu,"
Buty zimowe rozm.22 chlopiece,Śląskie,Rybnik,Dla Dzieci,Buciki,"Buciki chlopiece zakupione w grudniu.Kilka razy zalozone. Stan bardzo dobry , co widać na zdjęciach. Zadbane, niezniszczone."
Ubranka dla chłopca,Zachodniopomorskie,Szczecin,Dla Dzieci,Ubranka dla dzieci,Zamienię za:
Sukienka,Mazowieckie,Płock,Moda,Ubrania,"Sukienka/tunika w bardzo dobrym stanie, malo noszona, rozmiar M"
New Avengers: Wszystko Umiera. Mega Tanio!!!,Mazowieckie,Warszawa,Muzyka i Edukacja,Komiksy,"Witam,"
Kolczyki,Kujawsko-pomorskie,Toruń,Moda,Biżuteria,"Zamienię kolczyki, 10 par, 4 bilety normalne w Toruniu."
Dłuto Bahco Hultafors,Mazowieckie,Warszawa,Dom i Ogród,Narzędzia,"Doskonałej jakości,profesjonalne dłuto Hultafors nr.18 z pokrowcem."
Części Jawa 50 mustang Jawka siedzisko- Romet - Sprzedam - Zamienię,Podkarpackie,Kolbuszowa,Motoryzacja,Części motocyklowe,Witam.
Koszula Molton,Mazowieckie,Warszawa,Moda,Ubrania,"Piękna wrzosowa bluzka koszulowa z krótkim rękawem, zakończona nietypowymi bufkami. Odcinana pod biustem, z zakładkami do dołu. Zapinana na piękne guziczki, materiał lekko połyskujący i rozciągliwy."
Słownik niemiecki,Dolnośląskie,Legnica,Muzyka i Edukacja,Książki naukowe,Autor Rolf Kraemer. Zamienie na paczkę pampersów.
Ciepły bodziak w pieski,Śląskie,Ruda Śląska,Dla Dzieci,Ubranka dla dzieci,"Sprzedam cieplutki flauszowy bodziak w pieski, z kapturem i uszkami zapinany na zamek. Rozm. 104-110"
Siłownik bramy,Śląskie,Bieruń,Dom i Ogród,Materiały budowlane,"Siłownik bramy,uzywany,rozwaze kazda propozy je zamiany lub propozycje cenowa"
Buty damskie Venezia balerinki bardzo eleganckie r. 37,Mazowieckie,Warszawa,Moda,Buty,Sprzedam lub zamienię na ubrania/buty dla 3-letniego chłopca.
sterownik Siemens,Łódzkie,Koluszki,Elektronika,Pozostała elektronika,Sprzedam sterowniki siemens s7 i karty;
Sklep narciarski - serwis - wypożyczalnia - komis! KATOWICE,Śląskie,Katowice,Sport i Hobby,Sporty zimowe,"Zapraszamy do naszego punktu w Katowicach , ul. Pokoju 17"
KARTY PANINI FIFA 365 edycja2016/2017 sprzedaż/zamiana,Kujawsko-pomorskie,Włocławek,Sport i Hobby,Kolekcje,mam na wymianę bądź sprzedaż karty Fifa 365  2017
Stół jubilerski,Wielkopolskie,Nowy Tomyśl,Usługi i Firmy,Wyposażenie firm,Witam serdecznie posiadam 3 stoły jubilerski stan oceniam na dobry wymiary 90cm wys 63cm długość  102cm szerokość grubość blatu 4 cm.
Zatrudnię osobę do wzorów mebli tapicerowanych,Wielkopolskie,Środa Wielkopolska,Praca,Produkcja,"Witam. Zatrudnię osobę (lub zlecę) do wykonywania wzorów mebli tapicerowanych. Wymagane doświadczenie oraz znajomość w zastosowaniu surowców. Wynagrodzenie, warunki do uzgodnienia osobiście"
Karty Panini Uefa Euro 2016,Łódzkie,Łódź,Sport i Hobby,Kolekcje,Witam mam do zaoferowania karty panini Uefa Euro 2016. Posiadam następujące karty
Xbox 360 Tony Hawk\,Lubuskie,Gorzów Wielkopolski,Elektronika,Gry i Konsole,Mam do sprzedania gry na Xboxa i PlayStation 3 . Około 70 sztuk . W stanie idealnym wyglądają jak nowe !! Przy większym zakupie u mnie mozna liczyć na zniżkę
"-30% 5.10.15. Nowe spodnie dziewczęce w dziewczynki - 116 (92, 110)",Kujawsko-pomorskie,Grudziądz,Dla Dzieci,Ubranka dla dzieci,NOWE spodnie dziewczęce w dziewczynki firmy 5.10.15. - rozmiar 116.
Obrotnica przyczepka 2600 dmc kompresor spalinowy parownica,Zachodniopomorskie,Wałcz,Motoryzacja,Pozostałe Przyczepy i Pojazdy użytkowe,"Przyczepa w trakcie generalnego remontu .nowy ocynk .nowe koła i felgi ,import z holandi .więcej info telefonicznie. Wym.długość 5m/ szer.2m"
Konsola PS4 (plus PAD) przyjmę PS3,Mazowieckie,Warszawa,Elektronika,Gry i Konsole,KIOSK Z GRAMI
"Sunset suits xxl garnitur idealny, 3czesciowy. Grafit w prozki",Dolnośląskie,Kamienna Góra,Moda,Ubrania,Garnitur renomowanej firmy sunset suits. Po czyszczeniu chemicznym. Trzy czesci. Na wysokiego mezczyzne. Stan idealny . Wymiary 188/116/102. Kolr ciemny grafit w subtelne prążki. Więcej na priv. Mozliwa wysylka
Kurteczka puchowa,Pomorskie,Reda,Dla Dzieci,Ubranka dla dzieci,"Stan kurtki bardzo dobry,czekam na propozycje"
Obrotnica przyczepka 2600 dmc kompresor spalinowy parownica,Zachodniopomorskie,Wałcz,Motoryzacja,Pozostałe Przyczepy i Pojazdy użytkowe,"Przyczepa w trakcie generalnego remontu .nowy ocynk .nowe koła i felgi ,import z holandi .więcej info telefonicznie. Wym.długość 5m/ szer.2m"
Converse 24,Wielkopolskie,Rawicz,Dla Dzieci,Buciki,Trampki  converse roz.24
Płaszczyk ze wstawkami,Kujawsko-pomorskie,Włocławek,Moda,Ubrania,Sprzedam płaszczyk w bardzo dobrym stanie. Załozony kilka razy.
Szara kurteczka dziewczęca na około 6 lat,Podlaskie,Białystok,Dla Dzieci,Ubranka dla dzieci,"Polecam super kurteczkę dziewczęcą, zdecydowanie ciepła"
Odtwarzacz DVD LG,Łódzkie,Pabianice,Elektronika,Sprzęt DVD\/Blu-ray,Witam mam do sprzedania przenośny odtwarzacz DVD firmy LG. Widać na nim ślady użytkowania ale wszystko działa bez zarzutu. Sprzedaje aby dołożyć pieniądze do nowego telefonu. Cena do negocjacji
paka 110-116,Warmińsko-mazurskie,Mrągowo,Dla Dzieci,Ubranka dla dzieci,Zamienie pake ubranek 110-116 dla dziewczynki za  cos z krainy lodu  np.  Kolorowanké :)
Koszula krata,Dolnośląskie,Trzebnica,Moda,Ubrania,Koszula w krate znanej firmy Next guziczki zdobione ala perelki na zatrzask
Spodnie 30/30,Łódzkie,Łódź,Moda,Ubrania,sprzedam nowe (z metkami) spodnie Mavi Serena
W Tancbudzie Tango - Milena Madziar Recital DVD,Mazowieckie,Warszawa,Muzyka i Edukacja,Muzyka,"Nowe, zapakowane."
Sukienka klasyczna koktajlowa 42 JAK NOWA,Dolnośląskie,Głogów,Moda,Ubrania,Sukienka klasyczna koktajlowa 42 JAK NOWA
Profesjonalne usługi w zakresie języka niemieckiego,Zachodniopomorskie,Szczecin,Usługi i Firmy,Tłumaczenia,"Profesjonalnie wykonam wszelkiego rodzaju usługi językowe w kombinacji polski-niemiecki oraz niemiecki-polski. Oferta obejmuje tłumaczenia  zwykłe oraz specjalistyczne w pełnym zakresie (m.in. medyczne, prawnicze, handlowe, polityczne, biznesowe, poligraficzne, w tym tłumaczenia ekspresowe), jak również redagowanie i korektę tekstów oraz konsultacje. Gwarantuję solidność, uczciwość, szybką realizację zleceń oraz całkowitą poufność. Zapraszam do kontaktu."
case cover obudowa Sony Xperia SP M35 M35h C5302 C5303,Mazowieckie,Warszawa,Elektronika,Akcesoria telefoniczne,"5zł za sztukę, stan bardzo dobry"
kołnierzyki szydełkowe,Kujawsko-pomorskie,Włocławek,Moda,Dodatki,kołnierzyki szydełkowe 2 sztuki nowe
"Smoczki, łańcuszki, płyn Enema",Śląskie,Częstochowa,Dla Dzieci,Pozostałe dla dzieci,Wszystko ze zdjęć oddam za dobrą herbatę owocową.
"KTM SX EXC. 02-04 Pole numerowe, zębatka tył, listki, filtr powietrza.",Dolnośląskie,Złotoryja,Motoryzacja,Części motocyklowe,"Witam. Sprzedam przedmioty widoczne na zdjęciu. Listki nowe troszkę przykurzone bo leżą, pole numerowe używane całe, korek chłodnicy oryginał KTM sprawny, zębatka tylna supersprox po 5mth lekko otarta farba, filtr powietrza nowy, korek tłumika."
książka słownik angielsko - polski,Łódzkie,Pabianice,Muzyka i Edukacja,Książki naukowe,witam oddam widoczną na zdjęciu książkę za proszek do prania obojętnie jaki książka w super stanie
Zamienię naklejki i karty biedronki,Łódzkie,Bełchatów,Sport i Hobby,Kolekcje,"Brakuje mi naklejek: 29,39,49;"
Nosidelko,Śląskie,Ruda Śląska,Dla Dzieci,Foteliki - Nosidełka,Zamienię nosidelko stan bdb użyte kilka razy polecam
Ikea podium dzieciece,Małopolskie,Kraków,Dla Dzieci,Pozostałe dla dzieci,Szerokość 37cm
Gra Secret of Evermore Snes Super Nintendo,Dolnośląskie,Lubań,Elektronika,Gry i Konsole,"Gra RPG na SNESA wyprodukowana przez Squaresoft. Sprawna, w dobrym stanie. Zamienię lub sprzedam, proszę zainteresowanych o propozycję. Dziękuję za uwagę."
biustonosz,Małopolskie,Myślenice,Moda,Bielizna,Kolor ecrii rozmiar 75 B
Plaszczyk trencz 36- 38 czarny+ apaszka gratis,Małopolskie,Myślenice,Moda,Ubrania,"Plaszczyk ala trencz czarny Metka wycieta ale to rozm 36-38 Fason delikatnie rozkloszowany ! Stan : bdb Plaszczyk w calosci na podszewce, pieknie odszyty ! Nowy kosztowal 220zl! Gratis apaszka w kolorach miety !"
Aparat cyfrowy Fujifilm Finepix S1000,Łódzkie,Skierniewice,Elektronika,Fotografia,zamienię (lub sprzedam) na telefon komórkowy  uszkodzony aparat. Do naprawy jest mechanizm zoom obiektywu Koszt naprawy to ok 160zl.
zamienię lub sprzedam szpilki,Kujawsko-pomorskie,Inowrocław,Moda,Buty,"Zamienię lub sprzedam czarne szpilki firmy Jenifer&amp;Jenifer. Szpilki są w stanie idealnym, założone raz, niestety okazały się za duże. Przebarwienia na fotkach to wina aparatu, zdjęcia były robione telefonem komórkowym."
Kurtka przeciwdeszczowa Quechua,Wielkopolskie,Luboń,Moda,Ubrania,Kurtka przeciwdeszczowa damska rozmiar - wg rozmiarówki Decathlon - na 14 lat.
Parapet zewnętrzny złoty dąb drewnopodobny - Wysyłka cały kraj,Łódzkie,Łódź,Dom i Ogród,Drzwi - okna - schody,eblachy.pl Przedmiotem ogłoszenia jest parapet zewnętrzny stalowy z powłoką drewnopodobną złoty dąb.
żarówka świetlówka Apollo 14 W klasa energ. A,Wielkopolskie,Poznań,Dom i Ogród,Oświetlenie,Sprzedam za 15 zł lub zamienię za czekoladę lub krem do rąk żarówkę / świetlówkę firmy Apollo nigdy nie używaną.
Różne torebki,Mazowieckie,Warszawa,Moda,Dodatki,Różne torebki zamienię np. na lego duplo (dowolny zestaw)
Sofa i fotele SKÓRA!,Wielkopolskie,Leszno,Dom i Ogród,Komplety mebli,Sprzedam sofe z dwoma fotelami . Stan dobry
"Tunika, wdzianko z wielkimi guzikami (Only)",Śląskie,Pyskowice,Moda,Ubrania,"Polecam ciekawą tunikę, proste wdzianko z krótkimi rękawami."
Zamienie lobeo bicolor,Mazowieckie,Warszawa,Zwierzęta,Zwierzęta akwariowe,"Zamienie lobeo bicolor na inne ryby(gupiki,neoni,)może być narybek albo krewetki.Rybki dostalem w spadku z akwarium od mamy niestety juz sa troszke duże.jak do.mojego akwarium gdzie.i tak panuje w tej chwili przerybienie(rozszczelniło sie 2 akwarium)Rybki są dwie jak na zdjeciu pisać poprzez.OLX"
Kamizelka F&amp;amp;F,Łódzkie,Łódź,Dla Dzieci,Ubranka dla dzieci,Rozmiar 62-68. Stan bdb.
Plecak Marsjanki,Łódzkie,Zgierz,Dla Dzieci,Pozostałe dla dzieci,Plecak z serii Marsjanki.
zamienię-rezerwacja,Podlaskie,Augustów,Moda,Buty,trampki na platformie roz.39
WYPRZEDAŻ Bluzka czarna krótka SIMPLE 36,Mazowieckie,Warszawa,Moda,Ubrania,Wielka Wyprzedaż!!!
Korzuch naturalny M,Kujawsko-pomorskie,Bydgoszcz,Moda,Ubrania,Kożuch naturalny z ozdobnym kołnierzem.
styropian 12 cm,Pomorskie,Wejherowo,Dom i Ogród,Materiały budowlane,zamienie pieniadze za styropiana 12 cm
Zamienie iphona5 na inny,Wielkopolskie,Ostrów Wielkopolski,Elektronika,iPhone,"Witam, zamienie iphona 5 gwiezdzista szarosc 16gb bez simlocka i bez iclouda, w zestawie: ladowarka, etui i folie. Ma zalozona z przodu i z tylu, z przodu nie ma rys, tyl delikatne ryski. 100% sprawny. Wymienie na inny telefon (byle nie htc) Czekam na oferty;)"
kultowe polskie motocykle,Dolnośląskie,Ząbkowice Śląskie,Sport i Hobby,Kolekcje,komplet certyfikat stan idealny zamienie na inny zestaw monet
Spodnie rurki legginsy mango m 38 czarne skórzane,Mazowieckie,Warszawa,Moda,Ubrania,"Spodnie na gumie ściągaczu wąskie mieszane skóra z zamszem, cienkie ( skóra syntetyczna elastyczna)"
Uchwyt samochodowy Samsung Galaxy S i9000,Małopolskie,Nowy Sącz,Elektronika,Akcesoria telefoniczne,"Sprzedam lub zamienię za coś ciekawego lub po prostu za jakieś %. Uchwyt jest nowy, dedykowany do modelu Samsung i9000"
"MEGA PACZKA - 4,5 zł za sztukę! H&amp;amp;M, D&amp;amp;G, Orsay, VILA, Kenzo ...",Zachodniopomorskie,Szczecin,Moda,Ubrania,"27 firmowych ciuchów - TYLKO 4,5 zł ZA SZTUKĘ"
Kraty - okazja,Zachodniopomorskie,Szczecin,Dom i Ogród,Materiały budowlane,"Kraty metalowe okienne, lub jako furtka- 2 szt. o wymiarach : szer.78 cm"
Dębowy gazetnik,Warmińsko-mazurskie,Nidzica,Dom i Ogród,Pozostałe meble,Witam mam do zaoferowania ładny dębowy gazetnik  w idealnym stanie możliwy transport lub wysylka
Buty narciarskie zjazdowe 25cm,Śląskie,Kłobuck,Sport i Hobby,Sporty zimowe,Witam
"Sweterki, bluzki",Pomorskie,Wejherowo,Moda,Ubrania,Zamiana albo sprzedaż
Tazo Żetony z Danone Kosmiczny Mecz Space Jam,Lubelskie,Krasnystaw,Sport i Hobby,Kolekcje,Stan jak na zdjęciach.
"Zestaw PC - Phenom II X4 840/4GB/1TB/GT520 1GB, z licencją Windows 10!",Śląskie,Tarnowskie Góry,Elektronika,Komputery stacjonarne,"Zamienię zestaw PC składający się z monitora LG Flatron W1934S (19&quot; LCD), jednostki centralnej, myszki z klawiaturą, pełnego okablowania i oryginalnych płyt z sterownikami."
Sweterek h&amp;amp;m XS nie zara reserved,Podlaskie,Białystok,Moda,Ubrania,Piękny sweterek w paski firmy h&amp;m rozmiar XS.polecam
Szafa 2-drzwiowa CAPSLOCK BRW pomarańczowa,Lubelskie,Biłgoraj,Dom i Ogród,Szafy i komody,"Sprzedam używaną 2-drzwiową szafę ubraniową w kolorze szaro-pomarańczowym z serii Capslock firmy Black Red White. Szafa posiada dwie duże szuflady. W środku znajduje się duża półka na ubrania a pod nią wieszak na całej szerokości. Wieńce i boki wykonano z płyty laminowanej zaokrąglonej, natomiast plecy z płyty pilśniowej. Stan określam na bardzo dobry. Idealnie nadaje się do młodzieżowego pokoju. Posiadam również inne elementy z tego kompletu. "
Wizjer panoramiczny,Śląskie,Tychy,Dom i Ogród,Pozostałe dom i ogród,Wizjer panoramiczny
Zegarek męski Diesel,Świętokrzyskie,Kielce,Moda,Zegarki,Zegarek Kwarcowy  używany  bardzo ładny.
Spodniczka tulipan mini,Wielkopolskie,Poznań,Moda,Ubrania,"Mam dużo, bardzo ładnie leży, jest mieciutka I wygodna. Długość 35, pas37"
NOWA Torebka WITTCHEN 82-4Y-604-9 Beżowa OKAZJA!!!,Mazowieckie,Legionowo,Moda,Dodatki,"Witam, mam do sprzedania nową torebkę WITTCHEN, kolor beżowy, wymiar: 26/32 x 26 x 8 cm. Odbiór osobisty w Skrzeszewie lub w Legionowie, NDM-ie lub wysyłka (wliczona w cenę)."
h&amp;amp;M EKO KURTECZKA czarna z kapturem 34/36 stan idealny,Pomorskie,Gdańsk,Moda,Ubrania,h&amp;M EKO KURTECZKA czarna z kapturem 34/36 stan idealny
Philips CD 720 Odtwarzacz CD hi-fi Zamiana Car Audio Słuchawki,Łódzkie,Bełchatów,Elektronika,MP3 i sprzęt audio,Pełna nazwa sprzętu z front panelu to :
rekawice bez palcow,Śląskie,Tarnowskie Góry,Moda,Pozostała moda,Zamienię rękawice bez palców na cos dla dzieci. Zainteresowanych zapraszam.
Boazeria bez pośredników. Producent. Duże stany magazynowe,Małopolskie,Nowy Sącz,Dom i Ogród,Materiały budowlane,Podbitka dachowa - Boazeria 15x91
Kurtka oddam za czekoladę,Śląskie,Jastrzębie-Zdrój,Moda,Ubrania,Oddam za coś słodkiego (czekolada lub jajko niespodzianka lub...) kurtkę. Rozmiar ok 40. W kurtce uszkodzony zamek - pokazane na zdjęciu zapina się nie rozchodzi.
Naklejki z biedronki,Małopolskie,Kraków,Dla Dzieci,Pozostałe dla dzieci,"Zamienię naklejki na karty z biedronki, obojętnie jakie."
zamienie,Śląskie,Sosnowiec,Moda,Ubrania,Zamienie brak rozm ale jest rozciagliwa bedzie pasowac na S M L
"Torebka jak Prada, czarna, nowa",Mazowieckie,Kobyłka,Moda,Dodatki,"Jak wyżej, nowa torebka jak Prada, czarna, z paskiem. Szerokość 40cm, wysokość 27cm. Zamienię na dwie duże czekolady lub sprzedam za 20zł."
hurtownia mat podłogowych ochronnych,Mazowieckie,Warszawa,Dom i Ogród,Fotele,"HURTOWNIA MAT PODŁOGOWYCH OCHRONNYCH prowadzi nieprzerwanie działalność od 20.06.1996 roku. Oferujemy specjalistyczne doradztwo w zastosowaniu nowoczesnych technologii w zakresie ochrony podłóg oraz najwyższej jakości maty podłogowe ochronne, dzięki temu zdobyliśmy zaufanie i uznanie u wielu wymagających Klientów."
"Płaszczyk, kurteczka zimowa MOHITO rozm M",Śląskie,Zawiercie,Moda,Ubrania,"* Czarna kurtka, płaszczyk MOHITO rozm M, wymaga odświeżenia."
Sukienka tunika czarna S Intimissimi stan idealny,Mazowieckie,Grójec,Moda,Ubrania,Piękna elegancka tunika sukienka S
Gra na konsolę PS1 PSX Racing Simulation 2,Dolnośląskie,Lubań,Elektronika,Gry i Konsole,"Na sprzedaż mam grę na konsolę PSX Racing Simulation 2. Gra sprawna, w dobrym stanie, na płycie obecne są nieznaczne ryski. Brak okładki, jest za to instrukcja. Zamienię lub sprzedam."
Sportowa bluzka,Śląskie,Częstochowa,Moda,Ubrania,Sportowa limonkowa bluzka dluzsza wiazana na koncu sznurkiem. Pod spodem szara doszywana.
boczki schowki do motoru WFM 125 M06 S01 1965,Małopolskie,Nowy Sącz,Motoryzacja,Części motocyklowe,Witam
Poszukiwany ekspert/wykładowca do prowadzenia szkoleń/kursów/wykładów!,Wielkopolskie,Poznań,Praca,Edukacja,Firma organizująca szkolenia/ kursy/ wykłady poszukuje ekspertów z dziedzin niżej wymienionych do poprowadzenie płatnych wydarzeń edukacyjnych:
Yuan 250/50 zamienię,Śląskie,Mysłowice,Motoryzacja,Sportowy,"Witam mam dzisiaj do zaoferowania motorek Yuan cbr  koreanskiej produkcji,na licencji Hondy,zarejestrowany jako motorower 250/50 czyli mozna poruszać się na dowód osobisty,z wyglądu przypomina ścigacza i bardzo fajnie się go prowadzi,zamienie na inne moto tylko nie skuter,wymienione zostaly opona przód i tył,w wczoraj został wymieniony napęd oraz klocki hamulcowe,moduł sportowy,olej i płyny hamulcowe,akumulator jedynie do wymiany i gaźnik bo ma cięzko zejść z wysokich obrotów,przebieg to ponad 14 tysięcy kilometrów,wymieniono tez kierunkowskazy wszystkie na carbonowe"
Bransoletki,Śląskie,Mysłowice,Moda,Biżuteria,Bransoletki wykonane z drewna lub plastiku. Polecam
Puchowa kamizelka ocieplacz bezrękawnik 140 9-10 lat,Pomorskie,Rumia,Dla Dzieci,Ubranka dla dzieci,"Puchowa kamizelka na śliskiej podszewce,, przy stójce polarek , z kieszonkami, zapinana na zamek"
ubranka 18-24 mies.,Podkarpackie,Jasło,Dla Dzieci,Ubranka dla dzieci,Sprzedam ubranka w rozm. 18-24 mies.:
Zamienie ! Telefon nokia C1-01,Wielkopolskie,Środa Wielkopolska,Elektronika,Nokia,Zamienie telefon widoczny na zdjęciu .
Lodówka,Lubelskie,Lublin,Dom i Ogród,Sprzęt AGD,Witam.
Plecaczek mały super,Śląskie,Bielsko-Biała,Moda,Dodatki,Zamienię za 2 czekolady  milka plecaczek koloru bordo. Stan idealny. Więcej informacji poprzez portal olx. Wysokość 19cm. Regulowane ramiączka. W rzeczywistości  troszkę ciemniejszy bordowy kolor. Polecam
